region,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,is_price_outlier,price_bin,distance_to_region_center,region_encoded,host_experience_level,price_per_review
Santa Clara County,817442735370620514,Master suite in new-build house,499068301,Tan,Palo Alto,37.42141,-122.13556,Private room,93.0,2,28,2025-02-09,1.11,1,252,12,,False,Low,23.92998979544306,2,Newbie,3.206896551724138
Santa Clara County,818394881425314785,Spacious private bedroom in a home of 3 residents,192783391,A-Z,San Jose,37.4163,-121.95882,Private room,64.0,4,11,2024-12-15,0.43,4,269,3,,False,Low,10.788361897554424,2,Experienced,5.333333333333333
Santa Clara County,818877482025547374,"Stanford Hidden Gem 5BD/2BA, Near Face Book HQ!",303957446,Gene,Palo Alto,37.45154,-122.13994,Entire home/apt,197.0,2,12,2025-02-19,0.48,2,13,9,,False,Mid,25.742317330616125,2,Intermediate,15.153846153846153
Santa Clara County,818877544158065946,New 1BR/1BA by Santana Row,429242945,Emily,San Jose,37.31877358414049,-121.95338748971491,Private room,75.0,30,1,2023-04-30,0.04,3,364,0,,False,Low,6.324614238518829,2,Intermediate,37.5
Santa Clara County,818984533942543707,New Modern 1-Story Home w/ Mountain Views,482680453,Ramon,Gilroy,36.99483,-121.59165,Entire home/apt,331.0,2,95,2025-03-02,3.87,1,153,45,,False,High,46.22814054620132,2,Newbie,3.4479166666666665
Santa Clara County,818985063482319865,Cozy Stay: A picture of serenity,131968981,Sunny,Palo Alto,37.45002,-122.15302,Entire home/apt,104.0,1,57,2025-02-14,2.3,2,351,22,,False,Low,26.68015107115666,2,Intermediate,1.793103448275862
Santa Clara County,819730807054307352,"Oversize Loft w/ Kitchenette, Dinning, Sleep 4",16093594,Daniel & Grace,San Jose,37.3162,-121.89176,Private room,59.0,1,78,2024-12-31,3.14,17,197,44,,False,Low,2.489135172781133,2,Superhost,0.7468354430379747
Santa Clara County,819918609704309566,Mini Studio in a downtown House,776677,Daniel,San Jose,37.34168712851569,-121.88737654466216,Private room,70.0,3,28,2025-02-13,1.1,3,319,12,,False,Low,0.39859952573732305,2,Intermediate,2.413793103448276
Santa Clara County,820443546387967135,Pristine Modern Guesthouse w/ Full Kitchen-1B/1B,61956987,Jennica,San Jose,37.34791568255713,-121.88970584830754,Entire home/apt,106.0,1,96,2025-03-16,3.75,1,80,36,,False,Low,1.119723121593015,2,Newbie,1.092783505154639
Santa Clara County,820965145091772082,Brand New House @ San Jose City Hall & SJSU,34965339,Van-Thi,San Jose,37.3376658,-121.884122,Entire home/apt,168.0,30,18,2024-09-09,0.71,29,158,3,,False,Mid,0.20190684840918682,2,Superhost,8.842105263157896
Santa Clara County,821067985354380223,Heating&A/CPrivateEntry&BathBedroomStudioVeryClean,57523467,Mina,Unincorporated Areas,37.32156,-121.93102,Private room,83.0,1,261,2025-02-25,10.28,1,158,107,,False,Low,4.372484835234365,2,Newbie,0.31679389312977096
Santa Clara County,821164356762004746,Home away from home!,186158303,Bahar,San Jose,37.34304898118872,-121.8112158977202,Entire home/apt,220.0,1,68,2025-02-08,2.75,1,213,22,,False,High,6.6751593080537655,2,Newbie,3.1884057971014492
Santa Clara County,821378651583362294,New One Bedroom Guest Cottage,48195679,Brendy,Los Altos,37.39412660128157,-122.10772531946704,Entire home/apt,205.0,4,15,2025-03-06,0.61,1,88,6,,False,Mid,20.573186586373993,2,Newbie,12.8125
Santa Clara County,821695719633017310,Sunnyvale2B/1B/2Queens/Family/WiFi/Parking,225631207,Joey,Sunnyvale,37.38237,-122.01989,Entire home/apt,148.0,2,75,2025-03-08,3.21,2,105,44,2020-2027,False,Mid,12.809846258551692,2,Intermediate,1.9473684210526316
Santa Clara County,821863887442889414,New Modern Craftsman Guest House with Bay Windows,17168302,Vivian,San Jose,37.34460258467938,-121.9012326040224,Entire home/apt,163.0,4,71,2025-03-11,2.87,1,169,33,,False,Mid,1.5019370645707597,2,Newbie,2.263888888888889
Santa Clara County,821882073080547433,Private Studio w/ own Bath&Kitchen @ @Evergreen-SJ,500063687,William,San Jose,37.3230419,-121.7923079,Entire home/apt,79.0,2,26,2025-02-08,1.04,3,360,10,,False,Low,8.498208417441115,2,Intermediate,2.925925925925926
Santa Clara County,821887489052262246,"Private Studio w/ own Bath&Kitchen @ Evergreen, SJ",500063687,William,San Jose,37.32019370389303,-121.78999789059162,Entire home/apt,80.0,2,21,2024-12-06,0.83,3,359,4,,False,Low,8.765751994956181,2,Intermediate,3.6363636363636362
Santa Clara County,822014042796027763,Silicon Valley Hideaway w/ Private Garden,16093594,Daniel & Grace,San Jose,37.31804010820231,-121.8924766050649,Entire home/apt,77.0,1,96,2025-03-09,3.8,17,309,41,,False,Low,2.3034152232300826,2,Superhost,0.7938144329896907
Santa Clara County,822131426163445818,Cozy Master w/ Private Bath and Kitchenette,16093594,Daniel & Grace,San Jose,37.31675593325904,-121.8917234282548,Private room,56.0,1,44,2025-02-04,1.76,17,338,10,,False,Low,2.4279984233560614,2,Superhost,1.2444444444444445
Santa Clara County,822643322967522612,"Quaint, cute two bedroom home",71975,Oscar,Mountain View,37.39689353007703,-122.06329642440788,Entire home/apt,206.0,3,57,2025-02-07,2.24,3,342,25,,False,Mid,16.97796367607675,2,Intermediate,3.5517241379310347
Santa Clara County,822682611036141307,Studio @ San Jose City Hall & SJSU,34965339,Van-Thi,San Jose,37.33649,-121.8839,Entire home/apt,114.0,30,5,2024-05-04,0.22,29,249,1,,False,Mid,0.28504464265269475,2,Superhost,19.0
Santa Clara County,822891095624998356,Cozy living space for beautiful business trip,27913799,Zhijian,Santa Clara,37.3738153229649,-121.94980175570404,Entire home/apt,270.0,1,2,2023-09-08,0.08,4,364,0,,False,High,6.875705269424717,2,Experienced,90.0
Santa Clara County,822922374140165819,Charming apartment 2,141845497,Ann,San Jose,37.32368680677252,-121.9377520904457,Entire home/apt,99.0,1,96,2024-12-31,3.83,5,14,42,,False,Low,4.836035791140364,2,Experienced,1.0206185567010309
Santa Clara County,823526220930185499,Guest House @Historic Rose Garden~Near SJ Airport,65276575,Stephanie,San Jose,37.334082586199166,-121.9163902848959,Entire home/apt,125.0,28,7,2025-01-15,0.4,1,141,4,,False,Mid,2.705421995222626,2,Newbie,15.625
Santa Clara County,823706546468619852,"Blueground | Santana Row, pool, nr highways",107434423,Blueground,San Jose,37.3204226,-121.948461,Entire home/apt,302.0,31,1,2024-02-02,0.07,372,138,0,,False,High,5.851746743171825,2,Superhost,151.0
Santa Clara County,823868182056800317,Cozy and beautiful place to stay,27913799,Zhijian,Santa Clara,37.37563,-121.9511,Private room,235.0,1,2,2023-05-08,0.08,4,364,0,,False,High,7.0862304979638795,2,Experienced,78.33333333333333
Santa Clara County,824049952523327024,"3/2 Townhouse, aka ""The Lakehouse! Almaden""",198059790,Silvia,San Jose,37.24579,-121.86698,Entire home/apt,230.0,4,19,2025-02-23,1.27,2,280,18,,False,High,10.398040817579812,2,Intermediate,11.5
Santa Clara County,825018896949833931,"Private entry, newly remodeled guest suite",374069335,Lina,San Jose,37.30526837207496,-121.96800383674412,Entire home/apt,113.0,2,30,2024-10-29,1.18,2,125,10,,False,Mid,8.11186258499658,2,Intermediate,3.6451612903225805
Santa Clara County,825053662140309475,"Private entry, modern guestsuite w/ kitchen",374069335,Lina,San Jose,37.30545,-121.9684,Entire home/apt,139.0,10,21,2024-08-17,0.82,2,78,4,,False,Mid,8.134190742143652,2,Intermediate,6.318181818181818
Santa Clara County,825396028177605485,"Clean, Comfortable & Walkable!",45742322,Lia,Campbell,37.28443317360317,-121.9364299728775,Entire home/apt,131.0,14,1,2023-04-26,0.04,1,292,0,,False,Mid,7.44016326567551,2,Newbie,65.5
Santa Clara County,826458183738063561,Effortless Stay for Pros:2BR Apt in Silicon Valley,447894595,Rajasekaran,Sunnyvale,37.339205856811816,-122.04039123250448,Entire home/apt,135.0,30,2,2025-02-15,0.33,4,251,2,,False,Mid,13.655295286219056,2,Experienced,45.0
Santa Clara County,827823253122058126,Cozy Palo Alto Cottage ~ Near Stanford,114114195,Carrie,Palo Alto,37.417387579490416,-122.13345254574162,Entire home/apt,196.0,1,72,2025-01-24,2.87,3,258,24,,False,Mid,23.588503161774756,2,Intermediate,2.684931506849315
Santa Clara County,827842163917679227,Campbell 3BR Home with Large Yard,148714277,Ming,Campbell,37.288917137598496,-121.9726822955012,Entire home/apt,157.0,7,56,2025-03-04,2.24,14,22,28,,False,Mid,9.410168585253482,2,Superhost,2.754385964912281
Santa Clara County,828258839704096590,"2Q,4S,4SB_Slp12_LotPrk_EzFwy_EV_AC_KiT_Wifi_BBQ",276375510,Huyvan Ho,San Jose,37.24114,-121.77972,Entire home/apt,322.0,2,17,2024-11-29,0.77,11,177,10,,False,High,14.330145207333546,2,Superhost,17.88888888888889
Santa Clara County,828265672014711312,"3br, 2br, livingR, kitchen, bkyard attached house",501375498,Luc,San Jose,37.3176572,-121.8218346,Entire home/apt,180.0,2,57,2025-02-24,2.36,3,173,13,,False,Mid,6.151534848283212,2,Intermediate,3.103448275862069
Santa Clara County,828365470296197262,Serene beautiful farmhouse,108540399,Puneet,Unincorporated Areas,37.03957,-121.56369,Entire home/apt,510.0,3,6,2024-10-27,0.25,2,363,4,,False,High,43.80565483041428,2,Intermediate,72.85714285714286
Santa Clara County,828544965366033797,1005#5 space bright hardwd AC,9473789,Kathy,Palo Alto,37.44535407334506,-122.15314316099342,Entire home/apt,118.0,4,4,2024-12-15,0.16,35,349,1,,False,Mid,26.45364033409727,2,Superhost,23.6
Santa Clara County,829253065256531661,Luxe Studio w Private Entrance,126937111,Niano,San Jose,37.29155,-121.8526,Entire home/apt,89.0,30,3,2024-09-07,0.24,4,213,2,,False,Low,5.977384435108873,2,Experienced,22.25
Santa Clara County,829795320578694104,Cozy townhouse,5003250,Xinmeng,Mountain View,37.40627,-122.11291,Entire home/apt,146.0,3,26,2024-12-13,1.04,1,264,6,,False,Mid,21.446818200688373,2,Newbie,5.407407407407407
Santa Clara County,829887778905601858,谷歌/苹果/带独立卫生间的独立房间,497736581,Ying,Cupertino,37.31314,-122.01636,Private room,73.0,30,1,2024-11-29,0.28,3,265,1,,False,Low,11.858073745781624,2,Intermediate,36.5
Santa Clara County,830069173946560939,"Beauty private bed, private bath, reserved parking",501744329,Tram,San Jose,37.39400291291605,-121.8656695017003,Private room,92.0,4,2,2023-08-26,0.08,1,353,0,,False,Low,6.457264551877806,2,Newbie,30.666666666666668
Santa Clara County,831375022572662063,Stylish private room near downtown San Jose,10855164,Nomi,San Jose,37.31403103993374,-121.88276360500032,Private room,100.0,3,1,2024-03-21,0.08,2,177,1,,False,Low,2.700612112421271,2,Intermediate,50.0
Santa Clara County,831810190025694657,Great GuestHouse close to it all,942204,Gabriel,San Jose,37.3174162,-121.8862118,Entire home/apt,86.0,5,5,2024-09-07,0.22,1,331,3,,False,Low,2.3066782681372073,2,Newbie,14.333333333333334
Santa Clara County,832221795206954017,JANE'S HOME (WW) | Private Room +AC+Free Parking 3,250217039,Emily,Campbell,37.29092350012526,-121.96825712515428,Private room,77.0,1,24,2024-10-07,1.05,97,260,11,,False,Low,8.961585251214363,2,Superhost,3.08
Santa Clara County,832590763527712027,New! CozyStay w/Outdoor Movie near ApplePark,433259792,Joanne,Santa Clara,37.33605533880775,-121.9712589564728,Entire home/apt,225.0,3,48,2025-02-26,1.93,5,243,21,,False,High,7.5325818177711374,2,Experienced,4.591836734693878
Santa Clara County,832881681101198412,Master bed with private entrance,148286171,Shobha,Santa Clara,37.34395154356272,-121.96065238724712,Private room,81.0,2,43,2025-02-27,1.76,1,23,11,,False,Low,6.619401436157461,2,Newbie,1.8409090909090908
Santa Clara County,832891844414414576,"Condo 3 @City Hall & SJSU - 2Bed, 2Baths",34965339,Van-Thi,San Jose,37.338837503292325,-121.88522716105572,Entire home/apt,146.0,30,17,2025-02-01,0.69,29,205,5,,False,Mid,0.11850855491086368,2,Superhost,8.11111111111111
Santa Clara County,832896505508717896,Condo 4 @City Hall & SJSU - 2Bed 2Bath,34965339,Van-Thi,San Jose,37.33809329859758,-121.88302436119156,Entire home/apt,168.0,30,1,2023-03-27,0.04,29,75,0,,False,Mid,0.2905153082376446,2,Superhost,84.0
Santa Clara County,833596369758445554,Stanford Farmhouse Sanctuary,84949974,Tina,Palo Alto,37.41064,-122.14166,Entire home/apt,540.0,1,12,2024-10-03,0.56,1,269,2,,False,High,24.00446645809819,2,Newbie,41.53846153846154
Santa Clara County,834159971338114738,Airbnstream new in Palo Alto,9913807,James,Palo Alto,37.40797,-122.13862,Entire home/apt,120.0,8,8,2025-03-01,0.35,10,222,6,,False,Mid,23.65263622260751,2,Experienced,13.333333333333334
Santa Clara County,834260098150936431,"Palo Alto Cottage: Privacy, Comfort & Convenience",55198843,Nick And Tien,Palo Alto,37.42846,-122.13476,Entire home/apt,113.0,1,113,2025-03-15,5.42,1,216,76,,False,Mid,24.17725850809072,2,Newbie,0.9912280701754386
Santa Clara County,834277015153671287,Bright Sunny bedroom.,42956001,John,Cupertino,37.32078767213433,-122.07382957119694,Private room,54.0,30,4,2024-08-18,0.17,2,193,1,,False,Low,16.731987114402344,2,Intermediate,10.8
Santa Clara County,834334237356753669,Charming studio in old Palo Alto,500403067,LanLan,Palo Alto,37.4376117,-122.137192,Entire home/apt,154.0,3,77,2025-02-17,3.17,1,151,15,,False,Mid,24.806980923330027,2,Newbie,1.9743589743589745
Santa Clara County,834440964855905359,Near Apple Beautiful and cozy Room 1,126937111,Niano,Sunnyvale,37.34860887993893,-122.02593046141314,Private room,86.0,30,2,2023-04-27,0.08,4,222,0,2022-7683,False,Low,12.426436332764377,2,Experienced,28.666666666666668
Santa Clara County,834926860196258909,South San Jose In-Law Unit,9582946,George,San Jose,37.264199926602856,-121.81124929590172,Private room,158.0,1,1,2023-03-24,0.04,1,89,0,,False,Mid,10.569985861272814,2,Newbie,79.0
Santa Clara County,835510732263249378,Near apple Beautiful and cozy Room 4,126937111,Niano,Sunnyvale,37.34867626620807,-122.02372524707614,Private room,74.0,30,5,2024-09-30,0.2,4,244,1,2022-7683,False,Low,12.23259571711456,2,Experienced,12.333333333333334
Santa Clara County,835534743236433728,Near Apple Beautiful and cozy Room 3,126937111,Niano,Sunnyvale,37.35093,-122.02366,Private room,79.0,30,4,2024-01-31,0.16,4,235,0,2022-7683,False,Low,12.252975612745859,2,Experienced,15.8
Santa Clara County,835607214469580440,Private heaven,220589796,Naomi,San Jose,37.347178,-121.8302393,Entire home/apt,84.0,4,16,2025-02-01,0.65,3,141,8,,False,Low,5.06651995093384,2,Intermediate,4.9411764705882355
Santa Clara County,836388627304375966,San Jose  Charming Home in the Heart of Bay Area,62953379,Jill,San Jose,37.40286,-121.88446,Entire home/apt,166.0,30,4,2024-02-07,0.2,1,175,0,,False,Mid,7.178114770499657,2,Newbie,33.2
Santa Clara County,836428248604014490,Guesthouse with firepit near Stanford | FB | GOOG,52534499,Grace,Palo Alto,37.43824422114184,-122.12718011326166,Entire home/apt,105.0,1,102,2025-02-19,4.14,1,162,40,,False,Low,24.048365030285268,2,Newbie,1.0194174757281553
Santa Clara County,836550535992177888,Spacious 1B/1Ba Condo,122066102,Stacy,Milpitas,37.41951,-121.90629,Entire home/apt,110.0,23,9,2024-10-12,0.38,1,238,3,,False,Mid,9.196207861364533,2,Newbie,11.0
Santa Clara County,836940859205136857,Comfort Awaits: Stylish studio I No cleaning Fee!,503201215,Residence Inn San Jose Campbell,San Jose,37.2708,-121.93652,Private room,201.0,1,14,2024-09-08,0.62,2,279,7,,False,Mid,8.70501763339263,2,Intermediate,13.4
Santa Clara County,837327363585235738,Remodel Master King Bedroom,503322264,Huy,San Jose,37.343046918119526,-121.841047689019,Private room,55.0,3,27,2025-02-28,1.14,4,360,11,,False,Low,4.045865437544208,2,Experienced,1.9642857142857142
Santa Clara County,838418078150504899,No 1B Suites @City Hall & SJSU + Private bathroom,34965339,Van-Thi,San Jose,37.33674,-121.88307,Private room,62.0,30,15,2024-12-14,0.66,29,123,5,,False,Low,0.3289143842295151,2,Superhost,3.875
Santa Clara County,838770633921641984,Amazing designer home room 2,221583383,Jiuling,Sunnyvale,37.34345,-122.02989,Private room,63.0,1,7,2024-10-27,0.35,11,255,3,2022-7759,False,Low,12.737245430821865,2,Superhost,7.875
Santa Clara County,839138191395690537,MSP3 Comfort and Convenience,2899101,Christina,San Jose,37.38472408128693,-121.88948934722004,Entire home/apt,331.0,28,39,2025-01-24,1.68,71,128,22,,False,High,5.171172990838012,2,Superhost,8.275
Santa Clara County,839160512804837725,Amazing designer home Room 4,221583383,Jiuling,Sunnyvale,37.34390147487922,-122.0297839415563,Private room,52.0,1,7,2024-10-29,0.29,11,231,1,2022-7759,False,Low,12.73021135406029,2,Superhost,6.5
Santa Clara County,839172785598484197,Private Room Bus & Work Traveler,19539981,Minh,San Jose,37.415928843637616,-121.93960912756782,Private room,74.0,2,5,2024-09-07,0.21,1,362,3,,False,Low,9.834312318789209,2,Newbie,12.333333333333334
Santa Clara County,839173600385760874,Private 1 Bed 1 Bath near Stanford at Midtown,503715515,Angela,Palo Alto,37.42454825707145,-122.13007778475952,Entire home/apt,186.0,1,24,2025-01-27,0.99,4,269,10,,False,Mid,23.62154350292208,2,Experienced,7.44
Santa Clara County,839174606489317266,Amazing designer home Room #5,221583383,Jiuling,Sunnyvale,37.34346932289086,-122.0293343322327,Private room,61.0,1,12,2024-08-22,0.52,11,212,3,2022-7759,False,Low,12.688154952900472,2,Superhost,4.6923076923076925
Santa Clara County,841465787191229151,Cabin Life,20691,Monika,Unincorporated Areas,37.19687,-122.00583,Entire home/apt,109.0,1,2,2024-12-26,0.65,1,75,2,,False,Low,18.932267627209416,2,Newbie,36.333333333333336
Santa Clara County,841468548415282834,BBQ Grill | Firepit | Free parking |Multizone A/C,220400948,Laura,Santa Clara,37.3417633,-121.9951716,Entire home/apt,167.0,2,18,2025-02-20,0.73,1,362,10,,False,Mid,9.655627269923928,2,Newbie,8.789473684210526
Santa Clara County,841626689768919434,101* Private entrance with backyard. Clean Room,148286552,Ruihong,San Jose,37.35479886074808,-121.83558098259518,Private room,39.0,2,22,2025-02-21,0.91,9,160,11,,False,Low,4.856945554855952,2,Experienced,1.6956521739130435
Santa Clara County,841788805938811377,Palo Alto 1Bedroom/2 Baths Near Stanford,50500526,Ruth,Palo Alto,37.43217392896263,-122.130453526089,Private room,101.0,1,17,2024-11-02,0.72,5,355,6,,False,Low,24.006370136520253,2,Experienced,5.611111111111111
Santa Clara County,842051507217056249,888 Cozy Apartment Saratoga,205731874,888 Luxury,San Jose,37.29693783508822,-121.99802707796096,Entire home/apt,148.0,2,8,2024-09-16,0.33,24,261,2,,False,Mid,10.91102405802438,2,Superhost,16.444444444444443
Santa Clara County,842423313484901098,545#1 dwntwn 2bdrm AC laundry,9473789,Kathy,Palo Alto,37.4475351,-122.1562933,Entire home/apt,170.0,4,13,2024-07-26,0.56,35,339,4,,False,Mid,26.811482305026285,2,Superhost,12.142857142857142
Santa Clara County,842831882285527937,Quaint & Charming 4BR Tranquil Palo Alto Retreat,4656446,Air Concierge,Palo Alto,37.407309,-122.117094,Entire home/apt,348.0,2,37,2025-03-07,1.6,2,136,12,,False,High,21.83416484557624,2,Intermediate,9.157894736842104
Santa Clara County,842882846434175703,Spacious Central San Jose SFH 3BR w/crib Free park,504515200,Olivia,San Jose,37.3178732681537,-121.92401878871442,Entire home/apt,286.0,2,23,2025-03-07,0.96,4,264,10,,False,High,4.032922685543964,2,Experienced,11.916666666666666
